name,latitude,longitude
1,31.30869239,121.5084372
2,31.70178448,117.3035713
3,31.21199674,121.5630276
4,31.27911936,121.4440298
5,31.23652622,121.4838252
6,31.2883268,121.5181993
7,31.23188,121.476417
8,40.04092948,116.401191
9,36.504707,103.618088
10,40.83189674,111.6093653
11,41.11447156,122.9912847
12,39.78099419,116.517942
13,23.19475045,113.262108
14,31.10824882,121.3785487
15,27.98016434,120.6267167
16,31.23246055,121.4522249
17,30.89464801,121.9061229
18,31.21792877,121.4177699
19,29.56601523,106.5877998
20,22.75898194,113.2760007
21,24.48418772,118.1771795
22,23.216793,113.296249
23,39.513813,116.418625
24,28.674852,115.89189
25,35.105748,118.3446
26,30.17838,120.142636
27,22.539622,114.097438
28,22.54380856,114.0552277
29,22.56863334,113.8718963
30,31.20887854,121.4768967
31,31.26192704,120.5182611
32,31.19414701,121.5380445
33,26.070981,119.327165
34,31.31064025,120.600547
35,31.14870189,121.1168964
36,30.6075687,114.4236501
37,24.51159036,118.1599303
38,31.092776,121.316411
39,31.36249611,121.3685031
40,30.58189635,114.3648502
41,31.75366116,119.9290328
42,32.06765151,118.7724885
43,31.246056,121.452385
44,31.236113,121.484848
45,31.54057783,120.3534321
46,27.82492989,113.1309854
47,32.03839107,118.7834533
48,30.57476468,114.3245073
49,39.05252,117.05014
50,22.57456985,114.1250402
51,30.268587,120.110964
52,31.27432274,121.4530013
53,40.09585659,116.2907122
54,29.798557,106.389532
55,32.12672,119.446243
56,31.25640132,121.4562832
57,23.093807,113.266359
58,39.970421,116.490311
59,18.25723258,109.503988
60,30.1956628,120.253836
61,22.5196664,113.9293587
62,31.23768301,121.3201139
63,31.11701202,121.460382
64,38.31208944,116.8587973
65,23.132707,113.324072
66,31.25098007,121.4699041
67,30.631444,114.390204
68,31.820875,119.972059
69,30.674921,104.109341
70,29.8909431,121.8267703
71,29.6287964,106.5332263
72,39.0924141,117.2039163
73,31.58293904,120.3942733
74,25.25448214,110.2799759
75,22.9543637,113.9478849
