StoreName,CityName,Street Address,Longitude,Latitude,province,cityE
创智店,上海市,"杨浦区, 创智天地, 安远路553号",121.51,31.31,Shanghai,Shanghai
静安门大厦店,上海市,"静安区, 静安门大厦, 豫园路100号（和丰楼）东侧",121.44,31.24,Shanghai,Shanghai
豫园2店,上海市,"黄浦区, 豫园, 长宁路999号1F",121.49,31.23,Shanghai,Shanghai
中山公园店,上海市,"长宁区, 中山公园, 肇家浜路1111号219单元",121.42,31.22,Shanghai,Shanghai
美罗城店,上海市,"徐汇区, 美罗城, 张杨北路801号",121.44,31.19,Shanghai,Shanghai
文峰广场店,上海市,"浦东新区, 文峰广场, 新元南路555弄1-60号",121.59,31.27,Shanghai,Shanghai
临港豪生酒店店,上海市,"浦东新区, 临港豪生酒店(浦东), 杨高南路759号",121.82,30.87,Shanghai,Shanghai
陆家嘴世纪金融广场店,上海市,"上海浦东新区, 1层03A单元, 江月路1850弄1-6号",121.53,31.21,Shanghai,Shanghai
浦江城市生活广场店,上海市,"上海市闵行区, 水城南路85号",121.5,31.08,Shanghai,Shanghai
美丽华花园店,上海市,"长宁区, 美丽华花园, 宝安公路3386号131室",121.39,31.2,Shanghai,Shanghai
嘉定大融城店,上海市,"上海市嘉定区, 凌空SOHO广场2号楼2-106室",121.28,31.33,Shanghai,Shanghai
凌空广场店,上海市,"长宁区金钟路968号, 瑞金二路101－107号",121.35,31.22,Shanghai,Shanghai
瑞金路店,上海市,"卢湾区, 瑞金二路, 世纪大道1号广场1号铺位",121.47,31.22,Shanghai,Shanghai
东方明珠店,上海市,"上海市浦东新区, 铜川路58弄21-22号",121.5,31.24,Shanghai,Shanghai
品尊国际广场店,上海市,"普陀区, 品尊国际广场, 浦江镇新骏环路188号8幢102-2室",121.42,31.26,Shanghai,Shanghai
漕河泾浦江科技园F区店,上海市,"闵行区, 华夏东路2255号15幢一层1F03",121.52,31.09,Shanghai,Shanghai
川沙金汇广场店,上海市,"上海市浦东新区, 宝山路202号",121.7,31.2,Shanghai,Shanghai
宝山路店,上海市,"闸北区, 近地铁4号线宝山路站, 淀山湖大道152弄41号-7室",121.48,31.25,Shanghai,Shanghai
青浦吾悦广场店,上海市,"青浦区, 吾悦广场, 长宁路88号长宁King88一层商铺1-17、1-18室",121.09,31.14,Shanghai,Shanghai
金廷88店,上海市,"上海市长宁区, 南芦公路1755弄7号楼1-2层",121.43,31.23,Shanghai,Shanghai
鸿音广场店,上海市,"浦东新区, 龙航路1508号1层101室",121.82,30.91,Shanghai,Shanghai
金山医院店,上海市,上海市金山区,121.33,30.76,Shanghai,Shanghai
十尚坊店,上海市,"闵行区龙茗路1025号814单元, 四平路188号113、116室",121.39,31.14,Shanghai,Shanghai
四平路店,上海市,"虹口区, 新风路268弄2号1层 101/102室和2层1-2（03）A室",121.49,31.26,Shanghai,Shanghai
朱家角尚都里店,上海市,"青浦区, 朱家角镇, 虹桥路1438号",121.06,31.11,Shanghai,Shanghai
玛瑙路店,上海市,"长宁区, 高岛屋, 虹桥路1665号A-104、A-105单元",121.4,31.2,Shanghai,Shanghai
星空广场店,上海市,"长宁区, 星空生活广场",121.39,31.2,Shanghai,Shanghai
万象城办公楼店,上海市,"闵行吴中路1799号大堂层203单元, 真光路1288号",121.37,31.17,Shanghai,Shanghai
真光路店,上海市,"普陀区, 百联购物广场, 水城南路20号",121.38,31.25,Shanghai,Shanghai
古北店,上海市,"长宁区, 古北, 淮海中路1325号",121.39,31.19,Shanghai,Shanghai
爱美高大厦店,上海市,"徐汇区, 爱美高大厦1F-103室, 候机楼T1三层国际出发禁区",121.45,31.21,Shanghai,Shanghai
浦东机场T1国际16号登机口店,上海市,"上海浦东机场迎宾大道6000号, 近16号登机口B6商铺, 金科路3057号1F(L1-1A)",121.8,31.15,Shanghai,Shanghai
汇智广场店,上海市,"浦东新区, 汇智广场, 番禺路381号",121.6,31.2,Shanghai,Shanghai
幸福里店,上海市,"上海市长宁区, 8号楼1层111室, 西藏北路198号",121.43,31.2,Shanghai,Shanghai
大悦城北楼8F店,上海市,"上海市静安区, 御桥路1949号1层106单元",121.47,31.24,Shanghai,Shanghai
海上传奇广场店,上海市,"浦东新区, 地杰国际城, 世纪大道100号101",121.57,31.16,Shanghai,Shanghai
环球金融店,上海市,"浦东新区, 环球金融, 世博大道1368号",121.51,31.24,Shanghai,Shanghai
世博源店,上海市,"浦东新区, L1层3L130室, 浦东南路1138号181-184",121.49,31.18,Shanghai,Shanghai
上海湾店,上海市,"浦东新区, 上海湾, 汶水东路351号1幢101室、102室",121.51,31.23,Shanghai,Shanghai
大柏树店,上海市,"虹口区, 1876老站创意园, 中江路889号1F",121.48,31.29,Shanghai,Shanghai
中江路店,上海市,"上海市普陀区, 漕宝路78号1001室",121.39,31.24,Shanghai,Shanghai
光大会展店,上海市,"上海市徐汇区, 牡丹江路1738号",121.43,31.17,Shanghai,Shanghai
宝钢商场店,上海市,"宝山区, 延安西路1166号",121.48,31.4,Shanghai,Shanghai
碧瑶店,上海市,"长宁区, 碧瑶行政公寓",121.43,31.21,Shanghai,Shanghai
武威东路店,上海市,"枫庭丽苑武威东路小区出入口, 东方路710号",121.41,31.28,Shanghai,Shanghai
汤臣店,上海市,"浦东新区, 汤臣金融中心, 大华路518号",121.52,31.23,Shanghai,Shanghai
大华乐购店,上海市,"宝山区, 乐购大华店第一层的S1、S2单元",121.41,31.27,Shanghai,Shanghai
8号桥店,上海市,"建国中路8-10号, 申滨路473号一层L1-09单元",121.47,31.21,Shanghai,Shanghai
新华联购物中心店,上海市,"上海市闵行区, 世纪大道1217号B1层G59-B01-1-005\006",121.31,31.2,Shanghai,Shanghai
百联世纪购物中心B1店,上海市,"上海浦东新区, 浦东新区, 广元西路98号3-4室",121.53,31.23,Shanghai,Shanghai
名仕苑店,上海市,"徐汇区, 保乐路60弄5#118单元",121.43,31.2,Shanghai,Shanghai
华漕旭辉店,上海市,"闵行区, 绿地华漕E天地, 锦绣路2580号",121.29,31.21,Shanghai,Shanghai
浦东星河湾店,上海市,"浦东新区, 星河湾商业街1号 101铺位, 华志路771-789号一层102a单元",121.54,31.19,Shanghai,Shanghai
青浦新尚生活广场店,上海市,"上海市青浦区, 城北路358号1层15单元",121.23,31.23,Shanghai,Shanghai
嘉定日月光店,上海市,"嘉定区城北路358号1层15单元, 汉口路266号",121.24,31.39,Shanghai,Shanghai
申大厦店,上海市,"黄浦区, 申大厦102单元, 红宝石路500号1F-106",121.48,31.24,Shanghai,Shanghai
东银中心店,上海市,"长宁区, 东银中心, 淮海中路283号",121.4,31.2,Shanghai,Shanghai
香港广场店,上海市,"黄浦区, 香港广场北楼1-106",121.47,31.22,Shanghai,Shanghai
达安广场店,上海市,"静安区延安中路823号, 武宁路101号F1-04室",121.45,31.22,Shanghai,Shanghai
我格广场店,上海市,"普陀区, 河南南路489号",121.42,31.24,Shanghai,Shanghai
香港名都店,上海市,"黄浦区, L138和L140单元, 梅家浜路1500弄3号B室",121.49,31.22,Shanghai,Shanghai
松江三湘财富广场店,上海市,"上海市松江区, 南京西路1618号1层S103室",121.23,31.05,Shanghai,Shanghai
久光百货店,上海市,"静安区, 墨玉南路1055号",121.45,31.22,Shanghai,Shanghai
嘉亭荟店,上海市,"嘉定区, 嘉亭荟城市生活广场108室, 茶陵北路20号A1室",121.16,31.29,Shanghai,Shanghai
茶陵北路店,上海市,"上海市徐汇区, 上南路4467号",121.47,31.2,Shanghai,Shanghai
金谊广场店,上海市,"浦东新区, 金谊广场1层-1室, 宜山路1009号",121.51,31.14,Shanghai,Shanghai
漕河泾店,上海市,"闵行区, 创新大厦1F, 陆家嘴西路168号",121.4,31.17,Shanghai,Shanghai
正大3店,上海市,"浦东新区, 正大广场B2-05单元, 福泉北路518号9座D102室",121.5,31.24,Shanghai,Shanghai
尚品中心B1店,上海市,"上海市长宁区, 虹梅路3188－1号",121.36,31.23,Shanghai,Shanghai
虹梅路店,上海市,"上海市闵行区, 海波路616号1F-318室",121.39,31.19,Shanghai,Shanghai
嘉定Max未来店,上海市,"嘉定区, 天山西路1068号",121.34,31.27,Shanghai,Shanghai
联强国际店,上海市,"长宁区, 联强国际二期1C单元, 广中西路777弄65号102室",121.35,31.22,Shanghai,Shanghai
多媒体谷店,上海市,"闸北区, 多媒体谷产业园, 延安中路1218号",121.44,31.28,Shanghai,Shanghai
静安嘉里中心店,上海市,"静安区, 静安嘉里中心商场SB2-06室, 望月路885号",121.45,31.22,Shanghai,Shanghai
望月路店,上海市,"上海市徐汇区, 徐汇区, 牡丹江路1238号-B区-106室",121.46,31.12,Shanghai,Shanghai
宝山安信店,上海市,"宝山区, 宝山安信, 张杨路1550号",121.49,31.39,Shanghai,Shanghai
陆家嘴公馆店,上海市,"浦东新区, 陆家嘴公馆, 辛耕路129号",121.54,31.23,Shanghai,Shanghai
永新店,上海市,"徐汇区, 永新坊, 江场二路77、79号",121.44,31.19,Shanghai,Shanghai
江场二路店,上海市,"闸北区, 上海莱赛现代生活港, 高桥保税区加枫路24号",121.44,31.3,Shanghai,Shanghai
外高桥店,上海市,"浦东新区, 外高桥, 阿克苏路1099号1F-409单元",121.61,31.31,Shanghai,Shanghai
嘉定宝龙商业广场店,上海市,"上海市嘉定区, 嘉定区, 秣陵路303号50幢N2单元",121.26,31.35,Shanghai,Shanghai
上海火车站北广场店,上海市,"闸北区, 万荣路777弄2号101室",121.46,31.25,Shanghai,Shanghai
大宁中心广场店,上海市,"上海市静安区, 世纪大道88号",121.44,31.28,Shanghai,Shanghai
金茂大厦店,上海市,"浦东新区, 裙房２楼2C-08、2C-10铺位, 江场路1288号NL151单元",121.51,31.24,Shanghai,Shanghai
协信星光广场北区店,上海市,"上海市静安区, 海中路1008号",121.46,31.3,Shanghai,Shanghai
襄阳公园店,上海市,"徐汇区, 大渡河路196号204单元",121.46,31.22,Shanghai,Shanghai
长风景畔广场2店,上海市,"普陀区, 长风景畔广场, 芳甸路198—206、208—232、268—286号（双）、258弄13—37号",121.4,31.22,Shanghai,Shanghai
联洋广场店,上海市,"浦东新区, 联洋广场, 环城东路681-707(单号)C-1-11",121.56,31.23,Shanghai,Shanghai
南桥新都汇店,上海市,"奉贤区, 梅川路1297号",121.46,30.94,Shanghai,Shanghai
梅川路店,上海市,"普陀区, 梅川路, 豫园路100号",121.38,31.24,Shanghai,Shanghai
豫园店,上海市,"黄浦区, 豫园",121.49,31.23,Shanghai,Shanghai
丽婴房大厦店,上海市,"闵行区七莘路1855号1楼101单元, 宛平南路100号",121.36,31.14,Shanghai,Shanghai
永丰国际广场店,上海市,"上海市徐汇区, 聚丰园路91号",121.44,31.2,Shanghai,Shanghai
聚丰园路店,上海市,"宝山区, 1号楼116、117室, 崂山路526号一层大堂区域",121.39,31.32,Shanghai,Shanghai
江苏大厦店,上海市,"浦东新区, 紫金山大酒店（江苏大厦）, 南京西路399号1楼",121.52,31.23,Shanghai,Shanghai
明天广场店,上海市,"黄浦区, 明天广场, 沪南路2420号",121.47,31.23,Shanghai,Shanghai
百联东郊店,上海市,"浦东新区, 百联, 宝杨路1号客运大楼1F",121.56,31.15,Shanghai,Shanghai
吴淞口国际邮轮港店,上海市,"宝山区, 上海吴淞口国际邮轮港, 昆明路739号一楼101单元",121.51,31.4,Shanghai,Shanghai
文通大厦店,上海市,"杨浦区, 文通大厦, 和云台路800号131、132、133铺位",121.52,31.26,Shanghai,Shanghai
亿丰时代广场店,上海市,"板泉路1273号、1275号、1271号-1, 浦东新区, 西藏南路1130号",121.51,31.16,Shanghai,Shanghai
黄浦新苑店,上海市,"黄浦区, 黄浦新苑, 东大名路988号102商铺",121.49,31.21,Shanghai,Shanghai
绿地北外滩中心店,上海市,"虹口区, 申长路799号1层SHHQTJ-B-1F-23、24号商铺",121.51,31.25,Shanghai,Shanghai
龙湖虹桥天街1F店,上海市,"上海市闵行区, 关山路73、75号",121.31,31.19,Shanghai,Shanghai
东方蓝海广场店,上海市,"上海市杨浦区, 金沙江路1685号-4区",121.52,31.29,Shanghai,Shanghai
118广场店,上海市,"普陀区, 南京西路688号L106B室",121.38,31.23,Shanghai,Shanghai
恒基688广场店,上海市,"静安区, 恒基688广场, 四平路2500号",121.46,31.23,Shanghai,Shanghai
杨浦东方商厦店,上海市,"杨浦区, 第 L1 层B19-F01-1-030 室, 淮海中路300号一楼106室",121.52,31.3,Shanghai,Shanghai
上海K11购物艺术中心店,上海市,"上海市黄浦区, 峨山路91弄98号",121.47,31.22,Shanghai,Shanghai
陆家嘴软件园店,上海市,"浦东新区, 陆家嘴软件园1号楼1楼, 淮海中路937号",121.53,31.22,Shanghai,Shanghai
美臣店,上海市,"卢湾区, 美臣大楼一楼, 南京东路635号",121.46,31.22,Shanghai,Shanghai
永安店,上海市,"黄浦区, 永安百货一楼, 天山路342号缤谷广场一层",121.48,31.24,Shanghai,Shanghai
缤谷广场店,上海市,"长宁区, 花园石桥路33号",121.39,31.21,Shanghai,Shanghai
花旗店,上海市,"浦东新区, 花旗集团大厦1楼, 白银路288弄20棟19号107室",121.5,31.23,Shanghai,Shanghai
嘉定台北风情街店,上海市,"嘉定区, 陆家嘴环路1233号101",121.26,31.35,Shanghai,Shanghai
汇亚大厦店,上海市,"浦东新区, 汇亚大厦, 定西路1026号",121.5,31.24,Shanghai,Shanghai
昭化路店,上海市,"长宁区, 纪蕴路38号A-68单元",121.42,31.21,Shanghai,Shanghai
长江西路店,上海市,"宝山区, 延安西路562号1楼",121.44,31.33,Shanghai,Shanghai
延安西路店,上海市,"上海市长宁区, 菊盛路",121.44,31.22,Shanghai,Shanghai
菊盛路店,上海市,"宝山区, 936号、938号、940号-1单元, 平福路188号3幢第一层101单元",121.37,31.36,Shanghai,Shanghai
平福路店,上海市,"上海市徐汇区, 桂平路391号",121.45,31.14,Shanghai,Shanghai
漕河泾2店,上海市,"徐汇区, 漕河泾, 淮海东路68号101单元",121.4,31.16,Shanghai,Shanghai
淮海东路店,上海市,"黄浦区, 淮海东路, 吴淞路258号1楼102室",121.48,31.23,Shanghai,Shanghai
耀江广场店,上海市,"虹口区, 耀江广场, 浦东南路588号",121.49,31.25,Shanghai,Shanghai
浦发大厦店,上海市,"浦东区, 浦发大厦, 新松江路925弄",121.51,31.24,Shanghai,Shanghai
松江开元店,上海市,"松江区, 地中海商业广场1层1-000号, 申达一路1号",121.22,31.04,Shanghai,Shanghai
虹桥西航站二店,上海市,"长宁区, 虹桥机场T2航站楼12.15米层B5-3-S1, 银春路2152号1楼2-105室",121.33,31.19,Shanghai,Shanghai
新壹坊店,上海市,"上海市闵行区, 闵行区, 陆家嘴西路168号3F",121.39,31.03,Shanghai,Shanghai
正大店,上海市,"浦东新区, 正大广场, 南京东路819号",121.5,31.24,Shanghai,Shanghai
南东二店,上海市,"黄浦区, 百联世茂国际广场1层102号商铺, 澄浏中路3090号1层006室",121.48,31.23,Shanghai,Shanghai
嘉定百联店,上海市,"上海市嘉定区, 长宁路1193号3号办公楼1层01-01室",121.28,31.39,Shanghai,Shanghai
长宁来福士T3店,上海市,"长宁区, 世博大道1200号",121.41,31.22,Shanghai,Shanghai
耀华路店,上海市,"浦东新区, 文化中心一楼西门 L111商铺, 迎宾一路800号T1航站楼出发公众区B2-20店铺",121.49,31.19,Shanghai,Shanghai
虹桥机场T1出发店,上海市,"长宁区, 虹桥机场一号航站楼, 福山路388号101A单元",121.35,31.19,Shanghai,Shanghai
宏嘉大厦店,上海市,"浦东新区, 宏嘉大厦, 浦东新区	上南路161号",121.53,31.22,Shanghai,Shanghai
中华艺术宫店,上海市,"浦东新区, 1层序厅, 淮海中路835号1-3F",121.49,31.18,Shanghai,Shanghai
人民坊店,上海市,"黄浦区, 人民坊, 凌空SOHO16号楼一层商铺16-101",121.46,31.22,Shanghai,Shanghai
凌空广场携程店,上海市,"宁区金钟路968号, 1018号B2F002商铺",121.35,31.22,Shanghai,Shanghai
龙之梦1店,上海市,"长宁区, 龙之梦, 漕宝路3459号1C2-03",121.42,31.22,Shanghai,Shanghai
汇宝广场店,上海市,"闵行区, 汇宝广场, 老太平弄100号",121.35,31.16,Shanghai,Shanghai
金外滩花园店,上海市,"黄浦区, 仙霞路333号1层S105单元",121.5,31.22,Shanghai,Shanghai
东方维京大厦店,上海市,"长宁区, 东方维京大厦, 南京西路1818号",121.4,31.21,Shanghai,Shanghai
1788广场店,上海市,"上海市静安区, 夏碧路261号1楼",121.44,31.22,Shanghai,Shanghai
夏碧路店,上海市,"浦东新区, 3777F01042单元, 华山路1954号包兆龙图书馆一层",121.59,31.34,Shanghai,Shanghai
上海交通大学店,上海市,"上海市徐汇区, 徐汇区, 延安西路2299号",121.43,31.2,Shanghai,Shanghai
世贸商城店,上海市,"长宁区, 世贸商城",121.4,31.2,Shanghai,Shanghai
松江文汇路店,上海市,"松江大学城文汇路商业街, 新松江路925弄开元地中海商业广场",121.22,31.05,Shanghai,Shanghai
松江开元二店,上海市,"松江区, 一层1168室1169室1176室, 沪亭北路666-668号",121.22,31.04,Shanghai,Shanghai
松江沪亭北路店,上海市,"松江区, 九城湖滨国际公寓, 南京西路1168号",121.32,31.15,Shanghai,Shanghai
中信店,上海市,"静安区, 中信泰富广场, 候机楼T2禁区D6号店铺",121.46,31.23,Shanghai,Shanghai
浦东机场T2国内C50,上海市,"浦东新区启航路900号, 汤臣国贸大厦",121.81,31.15,Shanghai,Shanghai
汤臣国贸大厦店,上海市,"浦东新区, 基隆路1号, 湖滨路150号L1-E05、L2-E06单元",121.59,31.35,Shanghai,Shanghai
湖滨道店,上海市,"黄浦区, 企业天地二期, 虹桥火车站到达区B1-19",121.48,31.22,Shanghai,Shanghai
虹桥火车站到达店,上海市,"长宁区, 火车站到达区B1-19, 淮海中路2-8号",121.32,31.19,Shanghai,Shanghai
兰生电影院店,上海市,"黄浦区, 兰生电影院, 芳甸路1088号",121.48,31.23,Shanghai,Shanghai
紫竹大厦店,上海市,"浦东新区, 城中北路79号副楼1楼、2楼",121.56,31.21,Shanghai,Shanghai
青浦城中北路店,上海市,"青浦区, 金陵东路500号",121.11,31.15,Shanghai,Shanghai
亚龙国际广场店,上海市,"黄浦区, 亚龙国际广场1f-102A, 福山路312号B1层07单元",121.48,31.23,Shanghai,Shanghai
世纪大都会B1店,上海市,"上海市浦东新区, 浦东新区, 南桥镇百齐路588号",121.53,31.23,Shanghai,Shanghai
奉贤南桥百联店,上海市,"奉贤区, 百联南桥购物中心一楼, 于田路7号2号楼1F-1单元",121.48,30.92,Shanghai,Shanghai
大众汽车总部店,上海市,"嘉定区, 上海大众技术管理中心, 淮海西路555号1楼103单元淮海西路555号1楼103单元",121.19,31.29,Shanghai,Shanghai
汇京国际广场店,上海市,"上海市徐汇区, 金高路1757号101-A室",121.42,31.2,Shanghai,Shanghai
金桥佳邻坊店,上海市,"上海市浦东新区, 秀浦路2555号",121.61,31.27,Shanghai,Shanghai
康桥漕河泾店,上海市,"上海市浦东新区, 8幢1楼104室, 昌化路68号",121.61,31.13,Shanghai,Shanghai
远中风华店,上海市,"静安区, 远中风华, 南京西路1266号",121.46,31.23,Shanghai,Shanghai
恒隆一店,上海市,"静安区, 恒隆广场1号楼1层, 汾阳路138号1楼03单元",121.45,31.23,Shanghai,Shanghai
汾阳路店,上海市,"卢湾区, 轻科大厦, 控江路1628号L113单元",121.45,31.21,Shanghai,Shanghai
紫荆广场店,上海市,"杨浦区, 长寿路137号1楼02室",121.52,31.28,Shanghai,Shanghai
财富时代店,上海市,"普陀区, 财富时代, 西藏中路268号来福士广场2楼04",121.44,31.24,Shanghai,Shanghai
来福士广场店,上海市,"上海市黄浦区, 05单元",121.48,31.23,Shanghai,Shanghai
协信星光广场南区店,上海市,"闸北区寿阳路99弄24号S101A室, 上南路1212-2号",121.46,31.3,Shanghai,Shanghai
三钢里店,上海市,"上海市浦东新区, 金鼎路2218号121单元",121.5,31.17,Shanghai,Shanghai
乐坊广场店,上海市,"嘉定区, 乐坊广场, 南京西路1601号越洋广场1楼1I室",121.37,31.26,Shanghai,Shanghai
越洋广场3店,上海市,"静安区, 越洋广场, 10幢10F,10G室",121.45,31.22,Shanghai,Shanghai
星汇广场店,上海市,"杨浦区国安路758弄, 四川北路2258号",121.5,31.32,Shanghai,Shanghai
甜爱路店,上海市,"虹口区, 甜爱路",121.48,31.27,Shanghai,Shanghai
高桥红坊店,上海市,"浦东新区张杨北路5770,5758号, 国权北路1688弄63号",121.57,31.35,Shanghai,Shanghai
湾谷科技园店,上海市,"杨浦区, 河南中路88号",121.5,31.34,Shanghai,Shanghai
外滩中心店,上海市,"黄浦区, 外滩中心, 威海路433、439号",121.49,31.23,Shanghai,Shanghai
威海路店,上海市,"静安区, 威海路, 安城路278号1层101单元",121.46,31.23,Shanghai,Shanghai
嘉定万科安亭新镇店,上海市,"上海市嘉定区, 武康路420号",121.17,31.27,Shanghai,Shanghai
武康路店,上海市,"徐汇区, 1F, 世纪大道1568、1588号102A单元",121.44,31.2,Shanghai,Shanghai
中建大厦店,上海市,"浦东新区, 吴江路128号",121.53,31.22,Shanghai,Shanghai
吴江路店,上海市,"静安区, 吴江路, 中山西路1065号104室",121.46,31.23,Shanghai,Shanghai
中山广场店,上海市,"长宁区, 中山广场, 共和新路5000 弄5号105、106、107室",121.42,31.2,Shanghai,Shanghai
共康路店,上海市,"宝山区, 绿地风尚天地广场, 天钥桥路580号",121.45,31.32,Shanghai,Shanghai
星游城店,上海市,"徐汇区, 星游城1F-13单元+2F-13单元, 临平路1号1层10&11单元",121.44,31.19,Shanghai,Shanghai
瑞虹店,上海市,"虹口区, 瑞虹新城, 松汇中路568号B座",121.5,31.26,Shanghai,Shanghai
松江乐颂坊店,上海市,"松江区, 乐颂坊, 晨晖路1000号1号楼116-A室",121.23,31.0,Shanghai,Shanghai
浦东软件园店,上海市,"浦东新区, 浦东软件园, 天山路919号",121.6,31.2,Shanghai,Shanghai
虹桥天都店,上海市,"长宁区, 虹桥天都101号商铺, 陆家嘴中心区世纪大道55号",121.4,31.21,Shanghai,Shanghai
东方浮庭店,上海市,"浦东新区, （临）“东方浮庭”2F-4室, 申迪西路 255 弄 218 号1楼",121.5,31.24,Shanghai,Shanghai
迪士尼PAB写字楼店,上海市,"浦东新区, 上中西路280号",121.67,31.16,Shanghai,Shanghai
壹街坊店,上海市,"徐汇区, 世纪大道1589号",121.43,31.13,Shanghai,Shanghai
长泰金融店,上海市,"浦东新区, 长泰国际金融大厦1楼07单元, 定西路1328号",121.53,31.22,Shanghai,Shanghai
定西路店,上海市,"长宁区, 巴黎春天百货1F, 巨峰路1058弄2号",121.42,31.22,Shanghai,Shanghai
晨达广场店,上海市,"浦东新区, 晨达广场, 张杨路3918号1楼03室，2楼03室",121.61,31.28,Shanghai,Shanghai
久金购物中心店,上海市,"上海市浦东新区, 卫清西路188号B101室",121.58,31.26,Shanghai,Shanghai
金山百联店,上海市,"上海市金山区, 上海南站",121.35,30.73,Shanghai,Shanghai
上海南站店,上海市,"徐汇区, 上海南站地下商场南馆的第一层第B区南1-B25号店铺, 枫林路380号102室",121.43,31.15,Shanghai,Shanghai
枫林国际大厦店,上海市,"徐汇区, 钦州北路238-240号",121.46,31.19,Shanghai,Shanghai
钦州北路店,上海市,"徐汇区, 田尚坊, 世纪大道8号",121.42,31.18,Shanghai,Shanghai
国金中心店,上海市,"浦东新区, 上海国金中心D座商场裙房B2层LG2-29室, 淮海中路999号LG2层236室",121.5,31.24,Shanghai,Shanghai
环贸广场LG2店,上海市,"上海市徐汇区, 徐汇区, 天山路345号",121.46,31.22,Shanghai,Shanghai
缤谷广场二期3F店,上海市,"上海市长宁区, 缤谷文化休闲广场二期三楼 310B 单元, 四川中路213号102室",121.39,31.21,Shanghai,Shanghai
久事大厦店,上海市,"上海市黄浦区, 南奉公路7500号101-102室",121.49,31.24,Shanghai,Shanghai
奉贤苏宁生活广场店,上海市,"上海市奉贤区, 漕宝路3299弄19号一层",121.49,30.92,Shanghai,Shanghai
七宝宝龙城南入口店,上海市,"上海市闵行区, S4a-1F-003b单元",121.36,31.16,Shanghai,Shanghai
苏宁天御店,上海市,"上海市普陀区丹巴路99号16-1室, 古美路1528号B楼地下一层D-2号",121.38,31.22,Shanghai,Shanghai
古美路2店,上海市,"徐汇区, 漕河泾总部园SOHO区, 宜山路900号",121.4,31.17,Shanghai,Shanghai
科产大厦店,上海市,"徐汇区, 科产大厦A座1F, 陆家嘴环路1000号",121.4,31.17,Shanghai,Shanghai
森茂店,上海市,"浦东新区, 森茂, 衡山路890弄3号",121.51,31.24,Shanghai,Shanghai
衡山坊店,上海市,"徐汇区, 衡山坊, 天目西路437、439号",121.44,31.2,Shanghai,Shanghai
恒汇大厦店,上海市,"闸北区, 恒汇大厦",121.45,31.25,Shanghai,Shanghai
古北时尚店,上海市,"徐汇区吴中路52号104室, 19幢楼一层101室",121.42,31.19,Shanghai,Shanghai
金领之都店,上海市,"浦东新区金海路1000号, 69幢一层R1单元",121.62,31.26,Shanghai,Shanghai
上海火车站南广场VIP店,上海市,"静安区秣陵路303号, 莘砖公路328号32栋楼创新广场第1层",121.46,31.25,Shanghai,Shanghai
松江创新生活广场店,上海市,"松江区, 徐家汇路618号",121.32,31.09,Shanghai,Shanghai
日月光店,上海市,"黄浦区, 日月光广场一层1F-A08单元, 长阳路1687号",121.47,31.21,Shanghai,Shanghai
长阳谷店,上海市,"杨浦区, 漕宝路1688号108单元",121.53,31.27,Shanghai,Shanghai
诺宝中心店,上海市,"闵行区, 国宾路58号3楼",121.37,31.16,Shanghai,Shanghai
五角场万达影城店,上海市,"杨浦区, 上海五角场万达商业广场万达影城, 田林东路75号1层105单元",121.51,31.3,Shanghai,Shanghai
汇阳广场店,上海市,"徐汇区, 汇阳广场, 斜徐路593号",121.43,31.17,Shanghai,Shanghai
大同店,上海市,"徐汇区, 斜徐路, 真北路818号B2层06\22单元",121.47,31.21,Shanghai,Shanghai
近铁城市广场店,上海市,"普陀区, 近铁城市广场, 都市路3759号126室",121.38,31.23,Shanghai,Shanghai
龙盛广场店,上海市,"闵行区, 中山南二路1089号1层101室",121.4,31.09,Shanghai,Shanghai
徐汇苑店,上海市,"徐汇区, 徐汇苑, 樱花路80弄1号",121.44,31.18,Shanghai,Shanghai
富荟商业广场店,上海市,"上海市浦东新区, 陕西北路278号一层A1-3商铺",121.55,31.2,Shanghai,Shanghai
金鹰店,上海市,"上海市静安区, 静安区, 研发楼1楼101单元",121.45,31.23,Shanghai,Shanghai
南汇工业园,上海市,"沪南公路8666弄16号, 碧云路633号",121.69,31.03,Shanghai,Shanghai
金桥店,上海市,"浦东新区, 碧云国际社区, 陈行路2388号1幢1层101室",121.58,31.24,Shanghai,Shanghai
浦江科技广场店,上海市,"闵行区, 浦江园内, 龙华中路598号6号楼103室",121.51,31.1,Shanghai,Shanghai
正大乐城6幢店,上海市,"徐汇区, 一二八纪念路988弄1号1层119号铺位",121.46,31.19,Shanghai,Shanghai
宝山万达店,上海市,"宝山区, 万达广场, 广富林路658号1031-1032号单元",121.45,31.32,Shanghai,Shanghai
松江万达广场店,上海市,"松江区, 万达广场, 九江路595号一层",121.24,31.06,Shanghai,Shanghai
古象大酒店,上海市,"黄浦区, 古象大酒店, 古美路569号1F",121.48,31.23,Shanghai,Shanghai
古美文创街店,上海市,"闵行区, 文化创意街, 申长路688号地下一层18室",121.4,31.15,Shanghai,Shanghai
虹桥天地二店,上海市,"闵行区, 虹桥天地, 莘松路1266号1-21、1-22室",121.32,31.19,Shanghai,Shanghai
亚繁生活时尚广场店,上海市,"上海市松江区, 金沙江西路1051弄1-100号1100单元",121.35,31.1,Shanghai,Shanghai
江桥万达店,上海市,"嘉定区, 万达广场, 徐家汇路193-199号",121.32,31.24,Shanghai,Shanghai
