StoreName,CityName,StreetAddress1,StreetAddress3,latitude,longitude,province,cityE
上海首位店,上海市,上海市上海市,上海市青浦区蟠中东路318号E152,31.18963885,121.2939119,Shanghai,Shanghai
上海零号湾店,上海市,上海市上海市,上海市闵行区剑川路940号1幢地上一层1C01单元,31.02777918,121.4219046,Shanghai,Shanghai
上海东靖路店,上海市,上海市上海市,上海市浦东新区高行镇张杨北路1933号102室,31.29091045,121.5884078,Shanghai,Shanghai
上海绿地北虹桥科技园店,上海市,上海市上海市,上海市嘉定区金沙江西路880号1层、沙河路317号1层A单元,31.24139266,121.3305659,Shanghai,Shanghai
上海星巴克向绿工坊,上海市,上海市上海市,"上海市浦东新区东育路500弄
前滩太古里中央公园L1层 C-L1-01",31.152988,121.48188,Shanghai,Shanghai
上海现厂店,上海市,上海市上海市,上海市嘉定区博乐路70号36幢1层107-1、107-2单元,31.37877446,121.2571764,Shanghai,Shanghai
上海静安华发中心店,上海市,上海市上海市,上海市静安区平陆路889号101室,31.2926524,121.4458644,Shanghai,Shanghai
上海永华大厦店,上海市,上海市上海市,上海市浦东新区浦东大道138号,31.23870309,121.5140676,Shanghai,Shanghai
上海罗秀路店,上海市,上海市上海市,上海市徐汇区罗秀路897号,31.13116569,121.4325607,Shanghai,Shanghai
上海现所创邑MIX店,上海市,上海市上海市,上海市长宁区天山路919号，1F123单元，2F223单元,31.21022302,121.4072138,Shanghai,Shanghai
上海松江印象城店,上海市,上海市上海市,上海市松江区广富林路1788弄1号地上一层L130-2单元,31.061907,121.22216,Shanghai,Shanghai
上海宝山杨行益街坊店,上海市,上海市上海市,上海市宝山区顾北东路60幢8号01单元,31.36070984,121.4168,Shanghai,Shanghai
上海金山朱泾嘉都店,上海市,上海市上海市,上海市金山区朱泾镇万安街102号5幢,30.89718899,121.1759806,Shanghai,Shanghai
上海静安晶品B1店,上海市,上海市上海市,上海市静安区愚园路68号地下一层LG1-23A,31.22531186,121.4467871,Shanghai,Shanghai
上海吉宝绿地缤纷城店,上海市,上海市上海市,上海市嘉定区康丰路58号1层,31.31990969,121.2760538,Shanghai,Shanghai
上海国华人寿金融大厦店,上海市,上海市上海市,上海市浦东新区向城路288号第一层101-1室,31.22592197,121.5332723,Shanghai,Shanghai
上海松江恒都广场店,上海市,上海市上海市,上海市松江区茸梅路600弄3号101室、102室、103室、茸梅路606号1层、茸梅路608号1层,31.037896,121.247014,Shanghai,Shanghai
上海IF园区店,上海市,上海市上海市,上海市闵行区春东路508号3幢1层103单元,31.086175,121.389235,Shanghai,Shanghai
上海徐汇绿地缤纷B1店,上海市,上海市上海市,上海市徐汇区龙华中路759号地下一层W-B133单元,31.18317727,121.4573765,Shanghai,Shanghai
上海白金湾广场店,上海市,上海市上海市,上海市虹口区北外滩街道公平路85号白金湾广场,31.25118988,121.5063322,Shanghai,Shanghai
上海金山亭林名悦广场店,上海市,上海市上海市,上海市金山区亭林镇林吉路717号地上一层的104单元,30.89884611,121.3285768,Shanghai,Shanghai
