latitude,longitude
31.308692390492,121.508437156808
31.70178448208094,117.30357134361842
31.21199673544821,121.5630276202501
31.2791193621831,121.444029808044
31.23652622,121.4838252
31.288326803437,121.518199324673
31.23188,121.476417
40.04092948,116.40119101
36.504707,103.618088
40.83189673977521,111.60936534448415
41.11447156,122.99128465
39.7809941900001,116.51794195
23.19475045,113.262108
31.10824882,121.37854865
27.98016433829708,120.62671673291337
31.23246055,121.45222485
30.89464801240587,121.90612292237348
31.21792876793345,121.417769909167
29.56601522855116,106.58779978752138
22.7589819400001,113.27600068
24.48418772,118.17717948
23.216793,113.296249
39.513813,116.418625
28.674852,115.89189
35.105748,118.3446
30.17838,120.142636
22.539622,114.097438
22.54380856,114.05522773
22.5686333433433,113.871896266937
31.20887854,121.47689674
31.2619270430912,120.518261075085
31.1941470099191,121.538044452536
26.070981,119.327165
31.31064025223875,120.6005469561933
31.14870189,121.11689635
30.6075686964379,114.42365006940238
24.51159036,118.1599303
31.092776,121.316411
31.36249611,121.36850312
30.58189634720668,114.36485019585234
31.75366116,119.92903284
32.06765150621951,118.77248847487866
31.246056,121.452385
31.236113,121.484848
31.54057783,120.35343214
27.82492989256239,113.13098537895713
32.03839107367337,118.78345334549522
30.57476467846139,114.32450733365842
39.05252,117.05014
22.574569845701014,114.12504017343964
30.268587,120.110964
31.2743227377946,121.453001260888
40.09585659,116.29071219
29.798557,106.389532
32.12672,119.446243
31.2564013234213,121.456283211774
23.093807,113.266359
39.970421,116.490311
18.25723258,109.50398796
30.19566280021983,120.25383603599042
22.5196664,113.92935871
31.23768300973358,121.32011389745458
31.11701202,121.46038198
38.31208944,116.85879727
23.132707,113.324072
31.25098007,121.46990408
30.631444,114.390204
31.820875,119.972059
30.674921,104.109341
29.8909430975862,121.826770305633
29.6287964,106.53322632
39.0924141,117.20391628
31.58293904388462,120.3942732811629
25.25448214,110.27997591
22.9543637,113.94788487
39.077734,117.214092
32.04886217885842,118.79528188725092
22.556077,113.972731
24.531976044947918,118.1607484817505
31.22472,121.53063201
31.37711005,120.61059652
30.66387642,104.0704464
30.5080092607433,114.16274428367613
30.745859,121.337006
34.5700079774731,119.192841053009
36.67056496,116.99114954
31.38357034048034,121.25610351562501
31.3216630157866,121.445106983119
31.662917,120.315689
31.42337515043382,120.4496469498008
31.999536,118.72374
30.60264817210062,104.07015180535385
39.7908739,116.34064718
31.2621801636612,121.621755123269
29.548885238587285,106.51654958724977
34.267018987670696,117.1882063150406
23.008525,113.755427
40.030094,116.33496
32.202354,119.464867
39.912353,116.410232
26.035916,119.275041
31.9222551,120.9426149
36.160342,120.425804
23.089187,113.275671
31.25400383994383,121.36454629904622
41.81308552,123.43777522
31.113576,120.850229
30.6040416492986,114.255525112021
29.55894344,106.57794103
29.893811,121.843216
31.176416,121.385078
34.28470058,108.921626329
30.82289751677805,104.17175710201265
31.2528756994413,121.476706623835
30.571965,103.956134
31.324164,120.734183
31.16390433,121.39893168
31.22283811,121.39519839
34.7571910363361,113.768281459743
39.9598884,116.46718499
32.34271578,118.84220916
43.8646971,125.30605859
30.476921,120.18253
38.038277,114.608025
31.18615673,121.6992003
28.858877,115.91726
39.88847994495053,116.65858268737792
39.94113661,116.35312054
30.521004,114.334621
31.2158275958208,121.474579095448
22.55400379,114.09503265
39.73543644,116.13926741
31.2753580079189,121.517839908993
23.12962,113.416623
31.245303,121.492113
31.3295319624479,121.507555246517
30.65607075358005,104.06467580798562
31.35314637,121.26050481
31.73015391,119.59020459
23.676418,113.065323
39.90532277,116.45943312
23.1161990000001,113.316964
39.98354653,116.32672384
39.9139634,116.41035188
30.49779615063809,114.3988332965455
31.89198512598056,117.23506557947988
31.26808153429544,121.48289501667024
31.22842453,121.5154646
31.22381733,121.47469689
31.21712337,121.41371354
29.9882415176159,122.20912814183976
31.31349826540472,120.62053906924125
39.91364981,116.4524191
23.743441622941802,114.68807637691499
31.2422662,121.58860402
38.91040702,121.60782395
39.99851497,116.48228444
29.914912,121.61228
31.18204461261098,121.02807498015866
31.2862602038263,121.504512548709
40.07412671555026,116.24884843793554
31.215081,121.467564
45.70037238,126.59032393
39.0176374176373,117.66697973002
39.114281,117.163669
39.027245,117.341927
23.10190714,113.23878861
22.26680937,113.53358739
30.65287444,104.06677574
31.38226262,120.95738599
30.24422019627813,120.21211266386672
31.409128,121.508663
21.961277,108.64858
30.56834883561129,114.2503280640631
31.3571551320001,121.258699894
39.024713,117.218741
27.95239386,120.68527058
22.53901813,113.956914
31.34281309841668,120.60345876223438
30.41214307,120.31503217
24.452756,118.083059
39.89307031,116.46009975
23.130526,113.271953
29.87131262,121.55552037
22.51057762,113.40238055
27.9955424,120.68492045
31.1963356,121.60364781
39.023826,117.707964
31.26600348698947,120.68132972730383
34.316501,108.972529
31.188423,121.302423
30.51938921219344,120.68301630013595
32.38043488291107,119.39812660217287
31.20314697,121.6013532
31.27572485,121.41874678
36.06756025,120.37750518
31.4047934930407,119.463368654251
30.560158,114.20989
29.80415097,121.5453408
31.149894,121.806192
31.2040335550127,121.470047235488
32.405741,119.57853
26.075599,119.29933671
39.93819457,116.32652781
28.654744,115.837781
31.99243192309179,118.7097591161728
29.8297856160072,121.568649530345
29.9111042,121.85074065
39.948761,116.476346
30.0921579237111,120.500517725813
23.012785,113.098047
28.1686179191095,112.995024203992
25.04710813,102.70538866
22.71918038281912,114.2377281188965
31.30483137,120.60638676
39.37643894,117.01784131
29.87046157683847,121.55567407608034
31.3180005140637,120.714403510028
39.93170449,119.60381053
39.80575438,116.46063976
30.17096563938633,121.24039888389235
39.82113654472126,109.9815344810486
23.275739,113.816575
29.896368,121.525741
34.0281130906555,113.85186748077106
31.1982401447177,121.437216997146
23.06606351,114.42976334
31.317623,121.508612
31.320573262005,120.710011124611
39.01300631,117.67727553
32.04732168985113,118.80083942432978
28.140133791062187,112.94409012807593
30.27635455740794,120.129176831324
31.580007,120.18453
23.36679782,116.74920651
30.2071766,120.2015966
22.94098977,112.98518563
31.148281,121.112755
29.88420765710104,121.57161891449503
31.2642439,121.49917657
39.13968574,117.21929849
32.03712816,120.83410931
31.207240747374,121.407208442688
31.3208473058366,121.473018050128
36.669016,116.891259
31.30917638056468,120.63722455521204
30.59485301053146,114.27026867866518
30.60235717,104.06091608
34.217125,108.992355
22.54595127,113.94650517
31.21641,121.540436
32.04080513,118.78319336
43.820705,125.41821
32.32938518107187,118.84330844892249
30.681989924053855,103.81486237049103
38.02292289,114.5449105
30.31862634658025,120.1431187393246
30.2802828495031,120.003517270088
29.885162,121.603813
31.23752108,121.48526995
43.888529,125.27256699
33.38101781,120.12432339
29.92841049213089,121.6248267889023
31.154238,121.563805
30.59562507432718,114.26592564563182
28.19863477483001,112.86242973797926
23.059535,113.148462
38.04267371978284,114.47927445173266
