StoreName,CityName,StreetAddress1,StreetAddress2,StreetAddress3,latitude,longitude
恒汇大厦店,上海市,上海市上海市,,上海市静安区恒汇广场天目西路437、439号,31.246056,121.452385
申大厦店,上海市,上海市上海市,,上海市黄浦区汉口路266号申大厦102单元,31.236113,121.484848
无锡新区百盛店,无锡市,江苏省无锡市,,江苏省无锡市新区旺庄路188号 宝龙城市广场新区百盛一层,31.54057783,120.35343214
株洲天虹百货店,株洲市,湖南省株洲市,,湖南省株洲市天元区银天广场一层1016单元,27.82492989256239,113.13098537895713
南京大洋店,南京市,江苏省南京市,,江苏省南京市秦淮区中山南路122号1层1B-17,32.03839107367337,118.78345334549522
武汉水岸国际店,武汉市,湖北省武汉市,,武汉市武昌区和平街三角路村福星惠誉水岸国际三号楼一层,30.57476467846139,114.32450733365842
天津社会山广场咖啡店,天津市,天津市天津市,,天津市西青区张家窝镇知景道321号社会山广场2号楼一层自编128号单元,39.05252,117.05014
深圳水贝IBC大厦店,深圳市,广东省深圳市,,罗湖区布心路3008号水贝珠宝总部大厦一层商铺（水贝地铁站B出口右侧）,22.574569845701014,114.12504017343964
杭州西溪新座店,杭州市,浙江省杭州市,,浙江省杭州市西湖区西溪路546号西溪新座2-102和2-103-1,30.268587,120.110964
大宁店,上海市,上海市上海市,,上海市静安区共和新路1898号大宁国际商业广场 5（E3）幢114-117室,31.2743227377946,121.453001260888
北京北清路永旺商城店,北京市,北京市北京市,,北京昌平区北清路1号院1号楼永旺国际商城购物中心1层NO.120区域,40.09585659,116.29071219
重庆北碚万达广场店,重庆市,重庆市重庆市,,重庆市北碚区歇马镇冯时行路万达广场一号门1C078号,29.798557,106.389532
镇江宝龙广场店,镇江市,江苏省镇江市,,江苏省镇江市丹徒区谷阳中大道75号L1-001单元,32.12672,119.446243
五月花生活广场店,上海市,上海市上海市,,上海市静安区芷江西路518号（一层101单元及二层201、239单元）,31.2564013234213,121.456283211774
广州新一城店,广州市,广东省广州市,,广州市海珠区宝岗大道498号新一城广场首层自编1-7号,23.093807,113.266359
北京颐堤港中心NOW店,北京市,北京市北京市,,北京市朝阳区酒仙桥路18号颐堤港商场L1-105号,39.970421,116.490311
三亚明珠广场店,三亚市,海南省三亚市,,海南省三亚市河西区解放路668号明珠广场地上一层的西南区106801单元,18.25723258,109.50398796
杭州萧山宝龙店,杭州市,浙江省杭州市,,杭州市萧山区金鸡路1057、1059、1061号,30.19566280021983,120.25383603599042
深圳南山书城店,深圳市,广东省深圳市,,深圳市南山区南海大道2748号南山书城首层,22.5196664,113.92935871
嘉定华泰广场店,上海市,上海市上海市,,上海市嘉定区江桥镇金运路355号第十八栋1层101单元,31.23768300973358,121.32011389745458
望月路店,上海市,上海市上海市,,上海市徐汇区望月路885号,31.11701202,121.46038198
沧州华北商厦店,沧州市,河北省沧州市,,沧州市新华路7号华北商厦一层星巴克新华路水月寺街交叉口华北商厦,38.31208944,116.85879727
广州天环广场1层店,广州市,广东省广州市,,广州市天河区天河路天环广场地上一层L102a、地上二层L202a及L202b号商铺,23.132707,113.324072
铭德大酒店店,上海市,上海市上海市,,上海市静安区西藏北路558号,31.25098007,121.46990408
武汉印象城店,武汉市,湖北省武汉市,,武汉市青山区和平大道1278号印象城一层01-32单元,30.631444,114.390204
常州丰臣国际广场店,常州市,江苏省常州市,,江苏省常州市新北区通江中路108号L1-16、L2-7,31.820875,119.972059
成都龙湖三千集店,成都市,四川省成都市,,四川省成都市成华区二环路东二段1号1层21号,30.674921,104.109341
宁波北仑环球东方港城店,宁波市,浙江省宁波市,,宁波市北仑区中河南路288号,29.8909430975862,121.826770305633
重庆星光天地店,重庆市,重庆市重庆市,,重庆市渝北区经开大道68号星光天地一层,29.6287964,106.53322632
天津友谊路咖啡店,天津市,天津市天津市,,天津河西区友谊路21号友谊商厦第一层的L1-1单元,39.0924141,117.20391628
无锡英特宜家购物中心店,无锡市,江苏省无锡市,,江苏省无锡市锡山经济开发区团结中路3号,31.58293904388462,120.3942732811629
桂林联达广场分店,桂林市,广西壮族自治区桂林市,,桂林市象山区环城西一路117号联达商业广场店 1-4号、1-5号铺,25.25448214,110.27997591
东莞大朗远大城市广场店,东莞市,广东省东莞市,,广东省东莞市大朗镇大井头村朗东路 1 号远大城市广场L101 单元,22.9543637,113.94788487
天津友谊路新业广场店,天津市,天津市天津市,,天津市河西区黑牛城道125号新业广场一层A101-A102,39.077734,117.214092
南京珍珠饭店店,南京市,江苏省南京市,,江苏省南京市玄武区珠江路389号,32.04886217885842,118.79528188725092
深圳方大广场店,深圳市,广东省深圳市,,广东省深圳市南山区北环大道方大广场（一期）2号研发楼裙楼商业第二层05号铺的部分（自编L206B）,22.556077,113.972731
厦门钟岭路分店,厦门市,福建省厦门市,,厦门市钟岭路68号瑞丰里地上一层10号店铺,24.531976044947918,118.1607484817505
上海越秀大厦店,上海市,上海市上海市,,上海市浦东新区福山路388号101A单元,31.22472,121.53063201
苏州御窑路店,苏州市,江苏省苏州市,,江苏省苏州市相城区御窑路66号1001室、1002室、1003室、1005室、1006室,31.37711005,120.61059652
成都富力大厦店,成都市,四川省成都市,,成都市青羊区顺城大街269号,30.66387642,104.0704464
武汉东合中心店,武汉市,湖北省武汉市,,武汉市沌口经济开发区东风3路15号东合中心一层,30.5080092607433,114.16274428367613
金山欧尚店,上海市,上海市上海市,,上海市金山区蒙山北路399号1层653-SHJS1027A铺位,30.745859,121.337006
连云港海州吾悦广场店,连云港市,江苏省连云港市,,连云港海州区秦东门大街400号S1号楼1001-1商铺秦东门大街与通灌南路交叉口,34.5700079774731,119.192841053009
济南火车站候车厅店,济南市,山东省济南市,,济南市天桥区车站街19号火车站2楼西侧,36.67056496,116.99114954
嘉定疁城国际店,上海市,上海市上海市,,上海市嘉定区塔城路295号,31.38357034048034,121.25610351562501
共康路店,上海市,上海市上海市,,上海市宝山区共和新路5000弄5号105、106、107室,31.3216630157866,121.445106983119
无锡正大乐城店,无锡市,江苏省无锡市,,江苏省无锡市惠山区华惠路绿地世纪城600号 无锡正大乐城1层 01a 铺位,31.662917,120.315689
苏州望亭禹洲商业广场店,苏州市,江苏省苏州市,,江苏省苏州市相城区光明街299号,31.42337515043382,120.4496469498008
南京华灯坊店,南京市,江苏省南京市,,江苏省南京市建邺区江东中路236号,31.999536,118.72374
成都凯德天府店,成都市,四川省成都市,,四川省成都市高新区天仁路388号一层,30.60264817210062,104.07015180535385
北京宏福路咖啡店,北京市,北京市北京市,,北京市大兴区区西红门宏福路鸿坤生活广场,39.7908739,116.34064718
金领之都店,上海市,上海市上海市,,上海市浦东新区金海路1000号19幢楼一层101室,31.2621801636612,121.621755123269
重庆企业天地店,重庆市,重庆市重庆市,,重庆渝中区瑞天路10号,29.548885238587285,106.51654958724977
徐州金鹰二期店,徐州市,江苏省徐州市,,徐州市鼓楼区中山北路2号,34.267018987670696,117.1882063150406
东莞汇一城店,东莞市,广东省东莞市,,东莞市南城区鸿福路200号第一国际汇一城购物中心1层122号铺,23.008525,113.755427
北京清河万象汇2店,北京市,北京市北京市,,北京市海淀区清河中街66号院1号楼4层（04）401内L467号,40.030094,116.33496
镇江梦溪广场店,镇江市,江苏省镇江市,,江苏省镇江市京口区正东路2号一层,32.202354,119.464867
北京王府井第二咖啡店,北京市,北京市北京市,,北京东城区王府井大街269号院1号楼B1层-102号商铺,39.912353,116.410232
福州仓山万达店,福州市,福建省福州市,,福州市浦上大道仓山万达广场室内步行街1-55号商铺,26.035916,119.275041
南通星湖101广场店,南通市,江苏省南通市,,江苏省南通市开发区星湖大道1101号2幢118室02单元,31.9222551,120.9426149
青岛伟东乐客城店,青岛市,山东省青岛市,,青岛李沧区夏庄路7号乐客城一层,36.160342,120.425804
广州昌岗合生店,广州市,广东省广州市,,广州市海珠区昌岗中路188号海珠合生生活天地首层113单元,23.089187,113.275671
嘉定威隆大厦店,上海市,上海市上海市,,上海市嘉定区曹安公路1688号1层04单元,31.25400383994383,121.36454629904622
沈阳华府新天地分店,沈阳市,辽宁省沈阳市,,沈阳市沈河区哈尔滨路168号华府新天地购物中心一层,41.81308552,123.43777522
周庄双桥店,苏州市,江苏省苏州市,,江苏省昆山市周庄镇北市街34号,31.113576,120.850229
武汉泛海城市广场店,武汉市,湖北省武汉市,,武汉市江汉区云杉路199号泛海城市广场购物中心1楼,30.6040416492986,114.255525112021
重庆环球金融中心店,重庆市,重庆市重庆市,,重庆市渝中区民族路188号环球金融中心地下一层B08和B08A单元,29.55894344,106.57794103
宁波北仑富邦店,宁波市,浙江省宁波市,,浙江省宁波市北仑区富邦街62号3单元,29.893811,121.843216
吴中路店,上海市,上海市上海市,,上海市闵行区吴中路1169号-1,31.176416,121.385078
西安老城根店,西安市,陕西省西安市,,西安市莲湖区星火路22号,34.28470058,108.921626329
成都七一广场店,成都市,四川省成都市,,新都区金光路街2号七一广场L1层1066,30.82289751677805,104.17175710201265
宝山路店,上海市,上海市上海市,,上海市静安区宝山路202号,31.2528756994413,121.476706623835
成都机场三店,成都市,四川省成都市,,成都双流国际机场T2候机楼安检内DE-F-1号,30.571965,103.956134
苏州现代传媒广场店,苏州市,江苏省苏州市,,江苏省苏州市工业园区苏州大道东265号101、102、103单元,31.324164,120.734183
古美路店,上海市,上海市上海市,,上海市徐汇区古美路1528号7幢1层01商业101D室,31.16390433,121.39893168
长风大悦城2F店,上海市,上海市上海市,,上海市普陀区大渡河路196号204单元,31.22283811,121.39519839
郑州绿地中心天空之城店,郑州市,河南省郑州市,,郑东新区东风南路与榆林北路天空之城一楼,34.7571910363361,113.768281459743
北京霄云路咖啡店,北京市,北京市北京市,,北京市朝阳区霄云路甲26号北京海航大厦万豪酒店一层,39.9598884,116.46718499
南京六合泓源广场店,南京市,江苏省南京市,,江苏省南京市六合区长江路10号101和027铺位,32.34271578,118.84220916
长春欧亚新生活店,长春市,吉林省长春市,,长春市朝阳区工农大路1899号,43.8646971,125.30605859
杭州塘栖古镇店,杭州市,浙江省杭州市,,浙江省杭州市余杭区塘栖镇西横头街14-4号,30.476921,120.18253
石家庄天山海世界店,石家庄市,河北省石家庄市,,石家庄市东高新天山大街116号,38.038277,114.608025
川沙百联店,上海市,上海市上海市,,上海市浦东新区川沙路 5398号1F-012室,31.18615673,121.6992003
南昌昌北机场T2检外店,南昌市,江西省南昌市,,昌北国际机场T2航站楼安检外出发层2号门,28.858877,115.91726
北京翠景北里咖啡店,北京市,北京市北京市,,北京市通州区翠景北里21号楼,39.88847994495053,116.65858268737792
北京西环广场2期店,北京市,北京市北京市,,北京市西城区西直门外大街1号西区B1-45/47A号,39.94113661,116.35312054
武汉百瑞景店,武汉市,湖北省武汉市,,武汉市武昌区武珞路586号宝通寺路百瑞景商业5号楼1层,30.521004,114.334621
复兴广场店,上海市,上海市上海市,,上海市黄浦区复兴中路393号C103室,31.2158275958208,121.474579095448
深圳百花店,深圳市,广东省深圳市,,深圳市福田区百花二路百花园一期首层L101,22.55400379,114.09503265
北京房山北关西路咖啡店,北京市,北京市北京市,,北京市房山区良乡北关西路14号华冠购物中心一层,39.73543644,116.13926741
紫荆广场店,上海市,上海市上海市,,上海市杨浦区控江路1628号L113单元,31.2753580079189,121.517839908993
广州天河城奥体分店,广州市,广东省广州市,,广东省广州市天河区奥体南路12号花花世界购物中心第四期商场第一层自编101,23.12962,113.416623
上海滩国际大厦店,上海市,上海市上海市,,上海市虹口区黄浦路99号111室,31.245303,121.492113
悠方店,上海市,上海市上海市,,上海市杨浦区殷行路1388弄1号102,31.3295319624479,121.507555246517
成都天府广场店,成都市,四川省成都市,,四川省成都市青羊区西御街3号,30.65607075358005,104.06467580798562
上海嘉定保利悦活城店,上海市,上海市上海市,,上海市嘉定区白银路288弄20棟19号107室,31.35314637,121.26050481
常州金坛吾悦广场店,常州市,江苏省常州市,,江苏省常州市金坛区南环二路吾悦广场1F1050号商铺,31.73015391,119.59020459
清远顺盈时代广场店,清远市,广东省清远市,,清城区人民一路28号顺盈时代广场首层1001，1003单元,23.676418,113.065323
北京建外现代城店,北京市,北京市北京市,,北京市朝阳区东三环中路39号，建外SOHO5号别墅01户,39.90532277,116.45943312
广州华就路店,广州市,广东省广州市,,广州市珠江新城华就路23号寺右公馆首层01号铺,23.1161990000001,113.316964
北京科学院南路店,北京市,北京市北京市,,北京市海淀区科学院南路6号 融科资讯中心B座1层019单元,39.98354653,116.32672384
北京王府井店,北京市,北京市北京市,,北京市东城区王府井大街253号王府井百货大楼首层,39.9139634,116.41035188
武汉洪福添美店,武汉市,湖北省武汉市,,湖北省武汉市东湖开发区雄楚大街与民院路交汇处东南角,30.49779615063809,114.3988332965455
合肥万科广场店,合肥市,安徽省合肥市,,合肥市庐阳区四里河万科广场一楼星巴克,31.89198512598056,117.23506557947988
甜爱路店,上海市,上海市上海市,,上海市虹口区四川北路2258号,31.26808153429544,121.48289501667024
中融广场店,上海市,上海市上海市,,上海市浦东新区浦东南路1078号1楼09A室,31.22842453,121.5154646
香港广场店,上海市,上海市上海市,,上海市黄浦区淮海中路283号香港广场北楼1-106,31.22381733,121.47469689
长宁来福士T3店,上海市,上海市上海市,,上海市长宁区长宁路1193号3号办公楼1层01-01室,31.21712337,121.41371354
舟山银泰店,舟山市,浙江省舟山市,,浙江省舟山市定海区临城新城海宇道99号舟山银泰百货1楼E-3,29.9882415176159,122.20912814183976
苏州坤元广场店,苏州市,江苏省苏州市,,江苏省苏州市姑苏区人民路1543号第一层101单元,31.31349826540472,120.62053906924125
北京光华路第二咖啡店,北京市,北京市北京市,,北京市朝阳区光华路9号楼1层120室,39.91364981,116.4524191
河源丽日购物广场分店,河源市,广东省河源市,,河源市新市区河源大道西沿江西路北丽日中心城一层,23.743441622941802,114.68807637691499
碧云路店,上海市,上海市上海市,,上海市浦东新区碧云路1156号&1160号,31.2422662,121.58860402
大连奥林匹克店,大连市,辽宁省大连市,,大连西岗区中山路291号万达商业广场A座,38.91040702,121.60782395
北京阜安路咖啡店,北京市,北京市北京市,,北京市朝阳区望京东园一区120号楼-2至6层101内1层1F-19a和19b商铺,39.99851497,116.48228444
宁波镇海大学科技园店,宁波市,浙江省宁波市,,浙江省宁波市镇海区中官西路777号宁波国家大学科技园科创大厦101室,29.914912,121.61228
苏州昆山淀山湖中市路店,苏州市,江苏省苏州市,,江苏省昆山市淀山湖镇中市路312号,31.18204461261098,121.02807498015866
国康路店,上海市,上海市上海市,,上海市杨浦区国康路38号3幢,31.2862602038263,121.504512548709
北京集成电路店,北京市,北京市北京市,,北京海淀中关村集成电路设计园2号楼A座,40.07412671555026,116.24884843793554
思南公馆店,上海市,上海市上海市,,上海市黄浦区思南路50号,31.215081,121.467564
哈尔滨哈西万达咖啡店,哈尔滨市,黑龙江省哈尔滨市,,哈尔滨南岗区中兴大道168号一层1001号,45.70037238,126.59032393
天津塘沽金元宝金街店,天津市,天津市天津市,,天津市滨海新区塘沽解放路668号金元宝商厦一层一单元,39.0176374176373,117.66697973002
天津时代数码广场咖啡店,天津市,天津市天津市,,天津市南开区鞍山西道259号一层101单元,39.114281,117.163669
天津津南永旺一店,天津市,天津市天津市,,天津市津南区辛庄镇津南永旺梦乐城一层,39.027245,117.341927
广州立白中心店,广州市,广东省广州市,,广州市荔湾区长堤街111 号立白国际商务中心零售商区北裙楼首层103-104 商铺,23.10190714,113.23878861
珠海仁恒星园,珠海市,广东省珠海市,,珠海市新香洲人民西路与三台石路交汇处仁恒星园商业街第1层的483-101、483-102单元,22.26680937,113.53358739
成都航天大厦店,成都市,四川省成都市,,成都市锦江区新光华街7号,30.65287444,104.06677574
昆山人民路店,苏州市,江苏省苏州市,,昆山市人民路99号昆山宾馆二号楼1F,31.38226262,120.95738599
杭州砂之船店,杭州市,浙江省杭州市,,杭州市江干区波浪文化城商业中心砂之船奥特莱斯人马街026-B、028号商铺,30.24422019627813,120.21211266386672
吴淞口国际邮轮港店,上海市,上海市上海市,,上海市宝山区宝杨路1号客运大楼1F,31.409128,121.508663
钦州世贸广场店,钦州市,广西壮族自治区钦州市,,钦州市扬帆北大道8号88号楼人和春天首层L1-105单元,21.961277,108.64858
武汉越秀星汇维港店,武汉市,湖北省武汉市,,硚口区中山大道1号星汇维港A馆1层星巴克,30.56834883561129,114.2503280640631
嘉定西云楼店,上海市,上海市上海市,,上海市嘉定区洪德路300号、302号,31.3571551320001,121.258699894
天津印象城店,天津市,天津市天津市,,天津市西青经济技术开发区友谊南路111号B区天津印象城L1-18单元,39.024713,117.218741
温州万象城五楼店,温州市,浙江省温州市,,浙江省温州市瓯海区温瑞大道999号五层L518室,27.95239386,120.68527058
深圳康佳大厦分店,深圳市,广东省深圳市,,广东省深圳市南山区科技南十二路 28 号康佳研发大厦1 层1D 号,22.53901813,113.956914
苏州平江MALL店,苏州市,江苏省苏州市,,江苏省苏州市姑苏区广济北路788号第一层的A-1-1单元,31.34281309841668,120.60345876223438
杭州临平乐慧店,杭州市,浙江省杭州市,,杭州市余杭区南兴路138号1F-02商铺,30.41214307,120.31503217
厦门中华城分店,厦门市,福建省厦门市,,厦门市思明南路171号之31B1055b 铺位,24.452756,118.083059
北京东三环南路店,北京市,北京市北京市,,北京市朝阳区东三环南路1号佳龙大厦101,39.89307031,116.46009975
广州时代地产中心店,广州市,广东省广州市,,广东省广州市越秀区东风中路410-412号首层,23.130526,113.271953
宁波东门口站店,宁波市,浙江省宁波市,,浙江省宁波市海曙区宁波轨道交通一号线东门口站地下一层59号商铺,29.87131262,121.55552037
中山盛景尚峰店,中山市,广东省中山市,,广东省中山市东区中山四路盛景尚峰3座2卡首层及二层,22.51057762,113.40238055
温州恒隆广场店,温州市,浙江省温州市,,浙江省温州市鹿城区车站大道238号一层101室,27.9955424,120.68492045
哈雷路店,上海市,上海市上海市,,上海市浦东新区哈雷路882号101室,31.1963356,121.60364781
天津滨海伊势丹店,天津市,天津市天津市,,天津开发区第二大街62号伊势丹B1层T08单元,39.023826,117.707964
苏州万科里店,苏州市,江苏省苏州市,,江苏省苏州市吴中区东方大道1088号17号楼1-01单元,31.26600348698947,120.68132972730383
西安大明宫万达店,西安市,陕西省西安市,,陕西省西安市未央区太华北路369号大明宫万达广场一层,34.316501,108.972529
国家会展中心3F店,上海市,上海市上海市,,上海市青浦区盈港东路158号D-L310,31.188423,121.302423
嘉兴海宁西田城店,嘉兴市,浙江省嘉兴市,,浙江省嘉兴市海宁市联合路97号西田城商业广场1楼03f 星巴克,30.51938921219344,120.68301630013595
扬州三盛广场店,扬州市,江苏省扬州市,,江苏省扬州市邗江区邗江中路358号,32.38043488291107,119.39812660217287
汇智广场店,上海市,上海市上海市,,上海市浦东新区金科路3057号1F(L1-1A),31.20314697,121.6013532
大华三路店,上海市,上海市上海市,,上海市宝山区大华三路81号一层A5室,31.27572485,121.41874678
青岛万象城第二分店,青岛市,山东省青岛市,,青岛市市南区山东路6号华润中心万象城地上五层L-537,36.06756025,120.37750518
常州溧阳吾悦广场店,常州市,江苏省常州市,,常州市溧阳市吾悦广场1楼1063号铺位,31.4047934930407,119.463368654251
武汉汉商21世纪店,武汉市,湖北省武汉市,,汉阳区汉阳大道557号汉商21世纪1层,30.560158,114.20989
宁波汇港大厦店,宁波市,浙江省宁波市,,浙江省宁波市鄞州区泰安中路466号S104,29.80415097,121.5453408
浦东机场交通中心店,上海市,上海市上海市,,上海浦东国际机场交通中心地铁2号线西侧廊道靠中步行道段A标段01号商铺,31.149894,121.806192
上海打浦路店,上海市,上海市上海市,,上海市黄浦区打浦路58号1-2层裙房B区,31.2040335550127,121.470047235488
扬州江都金鹰店,扬州市,江苏省扬州市,,江苏省扬州市江都区文昌东路1177号一层F1007铺位,32.405741,119.57853
福州乌山店,福州市,福建省福州市,,福州市鼓楼区乌山路乌山南入口广场东侧店面,26.075599,119.29933671
北京腾达大厦咖啡店,北京市,北京市北京市,,北京市海淀区西直门外大街168号腾达大厦2层210号,39.93819457,116.32652781
南昌红谷滩印象城店,南昌市,江西省南昌市,,南昌市红谷滩新区丰和南大道和前湖大道交界处东北角南昌印象城购物中心一楼,28.654744,115.837781
南京仁恒江湾新天地店,南京市,江苏省南京市,,江苏省南京市建邺区乐山路209号仁恒江湾新天地1层AL001商铺,31.99243192309179,118.7097591161728
宁波巴丽新地店,宁波市,浙江省宁波市,,浙江省宁波市鄞州区钱湖北路555号1-1室,29.8297856160072,121.568649530345
宁波北仑长江国际店,宁波市,浙江省宁波市,,浙江省宁波市北仑区新碶长江路465-469号,29.9111042,121.85074065
北京蓝色港湾RO臻选店,北京市,北京市北京市,,北京市朝阳区朝阳公园6号11号楼,39.948761,116.476346
绍兴柯桥万国中心店,绍兴市,浙江省绍兴市,,绍兴市柯桥区金柯桥大道1388号,30.0921579237111,120.500517725813
佛山创意产业园店,佛山市,广东省佛山市,,广东省佛山市禅城区弼塘东二街22 号厂内六幢（即15#楼）101单元,23.012785,113.098047
长沙东塘友谊商城店,长沙市,湖南省长沙市,,长沙雨花区劳动中路2号友谊商城一楼A-19星巴克,28.1686179191095,112.995024203992
昆明翠湖店,昆明市,云南省昆明市,,云南省昆明市五华区翠湖南路16-17号1幢,25.04710813,102.70538866
深圳星河上寓分店,深圳市,广东省深圳市,,广东省深圳市龙岗区龙城街道吉祥路与清林路交界处金基吉祥广场一楼的L1C-01、L1C-29及L1S-28号商铺,22.71918038281912,114.2377281188965
苏州慕斯广场店,苏州市,江苏省苏州市,,江苏省苏州市姑苏区阊胥路388号#101铺位,31.30483137,120.60638676
天津佛罗伦萨小镇店,天津市,天津市天津市,,天津新技术产业园区武清开发区前进道北侧佛罗伦萨小镇一楼F00D12号,39.37643894,117.01784131
宁波天一广场店,宁波市,浙江省宁波市,,浙江省宁波市海曙区中山东路188号天一广场VB区*,29.87046157683847,121.55567407608034
苏州圆融星座店,苏州市,江苏省苏州市,,江苏省苏州市工业园区旺墩路269号圆融星座广场,31.3180005140637,120.714403510028
秦皇岛茂业金都店,秦皇岛市,河北省秦皇岛市,,秦皇岛市海港区文化路139号茂业百货第一层126单元,39.93170449,119.60381053
北京旧宫万科咖啡店,北京市,北京市北京市,,北京市大兴区旧宫忠凉路1号院1号楼住总万科广场一层L1001、L1002号单元,39.80575438,116.46063976
